month,tilt_angle,system_loss,capacity_kw,power_output_w,solar_radiation_kwh_m2_day
8,40,12,3,333.4697251,4.6688797
9,40,12,3,360.7491082,5.276213301
10,40,12,3,436.6113954,6.331979664
11,40,12,3,448.265953,6.56591067
12,40,12,3,462.2406596,6.508706572
1,40,14,1,153.9177584,6.82645372
2,40,14,1,137.9406127,6.823611949
3,40,14,1,151.6273477,6.955358728
4,40,14,1,136.8640618,6.558408466
5,40,14,1,126.5955441,5.805669689
6,40,14,1,103.0089428,4.744526121
7,40,14,1,104.4799595,4.522189707
8,40,14,1,108.5967791,4.6688797
9,40,14,1,117.4843258,5.276213301
10,40,14,1,142.1982379,6.331979664
11,40,14,1,145.9963034,6.56591067
12,40,14,1,150.5491671,6.508706572
1,40,14,2,307.8355169,6.82645372
2,40,14,2,275.8812254,6.823611949
3,40,14,2,303.2546955,6.955358728
4,40,14,2,273.7281236,6.558408466
5,40,14,2,253.1910882,5.805669689
6,40,14,2,206.0178855,4.744526121
7,40,14,2,208.9599191,4.522189707
8,40,14,2,217.1935583,4.6688797
9,40,14,2,234.9686516,5.276213301
10,40,14,2,284.3964759,6.331979664
11,40,14,2,291.9926068,6.56591067
12,40,14,2,301.0983342,6.508706572
1,40,14,3,461.7532753,6.82645372
2,40,14,3,413.8218381,6.823611949
3,40,14,3,454.8820432,6.955358728
4,40,14,3,410.5921854,6.558408466
5,40,14,3,379.7866323,5.805669689
6,40,14,3,309.0268283,4.744526121
7,40,14,3,313.4398786,4.522189707
8,40,14,3,325.7903374,4.6688797
9,40,14,3,352.4529773,5.276213301
10,40,14,3,426.5947138,6.331979664
11,40,14,3,437.9889103,6.56591067
12,40,14,3,451.6475012,6.508706572
1,40,16,1,150.3081342,6.82645372
2,40,16,1,134.704117,6.823611949
3,40,16,1,148.0668409,6.955358728
4,40,16,1,133.6479933,6.558408466
5,40,16,1,123.6163037,5.805669689
6,40,16,1,100.5791887,4.744526121
7,40,16,1,102.0153565,4.522189707
8,40,16,1,106.0369832,4.6688797
9,40,16,1,114.7189488,5.276213301
10,40,16,1,138.8594093,6.331979664
11,40,16,1,142.5706225,6.56591067
12,40,16,1,147.0181587,6.508706572
1,40,16,2,300.6162684,6.82645372
2,40,16,2,269.4082339,6.823611949
3,40,16,2,296.1336818,6.955358728
4,40,16,2,267.2959866,6.558408466
5,40,16,2,247.2326075,5.805669689
6,40,16,2,201.1583774,4.744526121
7,40,16,2,204.0307131,4.522189707
8,40,16,2,212.0739664,4.6688797
9,40,16,2,229.4378977,5.276213301
10,40,16,2,277.7188186,6.331979664
11,40,16,2,285.141245,6.56591067
12,40,16,2,294.0363174,6.508706572
1,40,16,3,450.9244025,6.82645372
2,40,16,3,404.1123509,6.823611949
3,40,16,3,444.2005228,6.955358728
4,40,16,3,400.94398,6.558408466
5,40,16,3,370.8489112,5.805669689
6,40,16,3,301.7375661,4.744526121
7,40,16,3,306.0460696,4.522189707
8,40,16,3,318.1109496,4.6688797
9,40,16,3,344.1568465,5.276213301
10,40,16,3,416.5782279,6.331979664
11,40,16,3,427.7118675,6.56591067
12,40,16,3,441.054476,6.508706572
1,40,18,1,146.6985099,6.82645372
2,40,18,1,131.4676212,6.823611949
3,40,18,1,144.5063341,6.955358728
4,40,18,1,130.4319249,6.558408466
5,40,18,1,120.6371032,5.805669689
6,40,18,1,98.14943465,4.744526121
7,40,18,1,99.55084178,4.522189707
8,40,18,1,103.4771873,4.6688797
9,40,18,1,111.9535719,5.276213301
10,40,18,1,135.5205807,6.331979664
11,40,18,1,139.1449416,6.56591067
12,40,18,1,143.4871503,6.508706572
1,40,18,2,293.3970198,6.82645372
2,40,18,2,262.9352424,6.823611949
3,40,18,2,289.0126682,6.955358728
4,40,18,2,260.8638497,6.558408466
5,40,18,2,241.2742065,5.805669689
6,40,18,2,196.2988693,4.744526121
7,40,18,2,199.1016836,4.522189707
8,40,18,2,206.9543746,4.6688797
9,40,18,2,223.9071438,5.276213301
10,40,18,2,271.0411614,6.331979664
11,40,18,2,278.2898832,6.56591067
12,40,18,2,286.9743005,6.508706572
1,40,18,3,440.0955297,6.82645372
2,40,18,3,394.4028636,6.823611949
3,40,18,3,433.5190023,6.955358728
4,40,18,3,391.2957746,6.558408466
5,40,18,3,361.9113097,5.805669689
6,40,18,3,294.448304,4.744526121
7,40,18,3,298.6525253,4.522189707
8,40,18,3,310.4315619,4.6688797
9,40,18,3,335.8607157,5.276213301
10,40,18,3,406.5617421,6.331979664
11,40,18,3,417.4348248,6.56591067
12,40,18,3,430.4614508,6.508706572
